Timestamp,Acce_x,Acce_y,Acce_z,Gyro_x,Gyro_y,Gyro_z,handGrip,Label
2025-04-03 22:47:53.528728,3.9,0.2,-8.89,0.14,0.3,-0.11,ClosedGrip,WristCurl
2025-04-03 22:47:53.559140,4.14,0.3,-9.0,0.29,0.04,-0.09,ClosedGrip,WristCurl
2025-04-03 22:47:53.593146,3.76,0.63,-8.51,0.23,-0.09,-0.06,ClosedGrip,WristCurl
2025-04-03 22:47:53.620676,4.08,0.11,-7.96,0.24,0.0,-0.09,ClosedGrip,WristCurl
2025-04-03 22:47:53.651467,4.19,0.52,-8.66,0.18,0.05,-0.08,ClosedGrip,WristCurl
2025-04-03 22:47:53.693235,4.19,0.34,-8.4,0.08,0.19,0.02,ClosedGrip,WristCurl
2025-04-03 22:47:53.713060,3.44,0.38,-8.07,0.02,0.06,-0.06,ClosedGrip,WristCurl
2025-04-03 22:47:53.747571,4.12,0.33,-8.82,0.05,-0.1,-0.02,ClosedGrip,WristCurl
2025-04-03 22:47:53.774753,4.33,-0.05,-8.42,0.0,0.0,-0.02,ClosedGrip,WristCurl
2025-04-03 22:47:53.807459,4.18,-0.22,-8.29,0.06,-0.03,-0.07,ClosedGrip,WristCurl
2025-04-03 22:47:53.836236,4.0,0.21,-8.74,0.13,-0.1,-0.03,ClosedGrip,WristCurl
2025-04-03 22:47:53.867478,4.32,-0.34,-8.83,0.12,0.0,0.01,ClosedGrip,WristCurl
2025-04-03 22:47:53.901042,3.92,0.31,-8.6,0.08,-0.07,0.06,ClosedGrip,WristCurl
2025-04-03 22:47:53.928529,3.8,0.18,-8.06,0.04,0.0,-0.04,ClosedGrip,WristCurl
2025-04-03 22:47:53.959115,3.9,0.47,-8.78,0.04,-0.08,-0.1,ClosedGrip,WristCurl
2025-04-03 22:47:53.989943,4.13,0.3,-8.87,-0.09,-0.05,0.04,ClosedGrip,WristCurl
2025-04-03 22:47:54.020691,4.65,-0.55,-8.19,-0.09,0.29,-0.09,ClosedGrip,WristCurl
2025-04-03 22:47:54.054902,3.39,0.62,-8.69,-0.03,0.01,-0.1,ClosedGrip,WristCurl
2025-04-03 22:47:54.082113,4.09,0.47,-8.95,-0.09,-0.11,0.12,ClosedGrip,WristCurl
2025-04-03 22:47:54.116182,4.11,-0.2,-8.2,-0.09,0.0,-0.04,ClosedGrip,WristCurl
2025-04-03 22:47:54.144001,4.32,0.18,-8.82,-0.01,-0.0,0.01,ClosedGrip,WristCurl
2025-04-03 22:47:54.174431,4.31,0.17,-8.86,-0.04,0.09,0.03,ClosedGrip,WristCurl
2025-04-03 22:47:54.207170,3.81,0.28,-8.39,-0.09,-0.04,0.08,ClosedGrip,WristCurl
2025-04-03 22:47:54.236045,4.12,0.04,-8.15,-0.1,-0.03,0.02,ClosedGrip,WristCurl
2025-04-03 22:47:54.266266,4.25,0.09,-8.54,-0.09,0.07,-0.01,ClosedGrip,WristCurl
2025-04-03 22:47:54.297459,4.07,0.38,-8.65,-0.12,0.01,0.04,ClosedGrip,WristCurl
2025-04-03 22:47:54.328398,4.25,0.05,-8.39,-0.19,-0.03,0.12,ClosedGrip,WristCurl
2025-04-03 22:47:54.360473,4.11,0.22,-8.38,-0.19,0.11,0.08,ClosedGrip,WristCurl
2025-04-03 22:47:54.389845,3.58,0.33,-8.24,-0.17,-0.02,0.03,ClosedGrip,WristCurl
